project,p_freedom_iss,p_respect_iss,p_equity_iss,p_broad_iss,p_power_iss,p_enviro_iss,p_in_all,p_out_a0_1,p_out_a2_3,p_out_a4_8,p_out_a9up,month
blockchain-certificates,0,0,0,0,0,0,.4666666666666667,.5714285714285714,0,0,0,2019m7
blockchain-certificates,0,0,0,0,0,0,.2307692307692308,.6666666666666666,,.25,0,2019m8
blockchain-certificates,0,0,0,0,0,0,.1,1,1,0,0,2019m9
blockchain-certificates,0,0,0,0,0,0,.1111111111111111,1,0,0,0,2019m10
blockchain-certificates,0,0,0,0,0,0,0,,1,0,0,2019m11
blockchain-certificates,0,0,0,0,0,0,.25,.5,,0,0,2019m12
blockchain-certificates,0,0,0,0,0,0,.3636363636363636,1,0,0,0,2020m1
blockchain-certificates,0,0,0,0,0,0,.2,.6666666666666666,1,.8,0,2020m2
blockchain-certificates,0,0,0,0,0,0,.2727272727272727,1,0,0,0,2020m3
blockchain-certificates,0,0,0,0,0,0,.2727272727272727,.6666666666666666,1,1,.2,2020m4
blockchain-certificates,0,0,0,0,0,0,.4444444444444444,.5,1,,0,2020m5
blockchain-certificates,0,0,0,0,0,0,.3333333333333333,.6666666666666666,,0,0,2020m6
blockchain-certificates,0,0,0,0,0,0,.5,.5,0,,0,2020m7
blockchain-certificates,0,0,0,0,0,0,.2222222222222222,.5,0,,0,2020m8
blockchain-certificates,0,0,0,0,0,0,.6363636363636364,.4285714285714285,,0,0,2020m9
blockchain-certificates,0,0,0,0,0,0,.3076923076923077,1,,0,0,2020m10
blockchain-certificates,0,0,0,0,0,0,0,,0,0,0,2020m11
blockchain-certificates,0,0,0,0,0,0,.5,.8,,,0,2020m12
blockchain-certificates,0,0,0,0,0,0,.2307692307692308,.6666666666666666,.5,0,0,2021m1
blockchain-certificates,0,0,0,0,0,0,.25,.3333333333333333,,1,0,2021m2
blockchain-certificates,0,0,0,0,0,0,0,,,,0,2021m3
blockchain-certificates,0,0,0,0,0,0,.4,1,1,0,.25,2021m4
blockchain-certificates,0,0,0,0,0,0,.1666666666666667,1,,0,0,2021m5
blockchain-certificates,0,0,0,0,0,0,.3333333333333333,.5,,0,0,2021m6
blockchain-certificates,0,0,0,0,0,0,.25,.5,,1,0,2021m7
blockchain-certificates,0,0,0,0,0,0,0,,,,0,2021m8
blockchain-certificates,0,0,0,0,0,0,.2857142857142857,1,1,,0,2021m9
blockchain-certificates,0,0,0,0,0,0,0,,1,,0,2021m10
blockchain-certificates,0,0,0,0,0,0,0,,,,0,2021m11
blockchain-certificates,0,0,0,0,0,0,0,,,,0,2021m12
blockstack,0,0,0,0,0,0,.4166666666666667,.6,,0,0,2016m1
blockstack,0,0,0,0,.0133333333333333,0,.4761904761904762,.7,1,.25,.25,2016m2
blockstack,0,0,0,0,0,0,.6,.9166666666666666,,0,0,2016m3
blockstack,0,0,0,0,0,0,.5769230769230769,.7333333333333333,0,.5,0,2016m4
blockstack,0,0,0,0,0,0,.5263157894736842,.7,0,0,0,2016m5
blockstack,0,0,0,0,0,0,.5217391304347826,.5,.5,0,0,2016m6
blockstack,0,0,0,0,0,0,.3333333333333333,.8571428571428571,.5,0,0,2016m7
blockstack,0,0,0,0,0,0,.5416666666666666,.3846153846153846,.3333333333333333,.5,0,2016m8
blockstack,.0434782608695652,0,0,0,0,0,.3846153846153846,.7,0,.5,0,2016m9
blockstack,.0119047619047619,0,0,.0119047619047619,.0119047619047619,0,.4285714285714285,.75,.5,0,0,2016m10
blockstack,0,0,0,0,0,0,.35,.8571428571428571,0,,0,2016m11
blockstack,0,0,0,0,0,0,.4583333333333333,.7272727272727273,1,0,0,2016m12
blockstack,0,0,0,0,0,0,.3333333333333333,.8,0,1,0,2017m1
blockstack,.0130718954248366,0,0,0,0,0,.4545454545454545,.8,0,0,0,2017m2
blockstack,.0079365079365079,0,0,0,.0079365079365079,0,.4782608695652174,.6363636363636364,.5,0,0,2017m3
blockstack,.0044642857142857,0,0,0,.0089285714285714,0,.5714285714285714,.85,0,0,0,2017m4
blockstack,0,0,0,.0040650406504065,.0040650406504065,0,.5116279069767442,.7727272727272727,0,.2,0,2017m5
blockstack,.0138888888888889,0,0,0,0,0,.5365853658536586,.4545454545454545,.4,0,.1666666666666667,2017m6
blockstack,.0042194092827004,0,0,0,.0042194092827004,0,.3421052631578947,.6923076923076923,.25,0,0,2017m7
blockstack,.0034722222222222,0,0,0,0,0,.5192307692307693,.6296296296296297,.2857142857142857,.25,0,2017m8
blockstack,.0065573770491803,0,0,0,0,0,.5434782608695652,.5600000000000001,.25,0,0,2017m9
blockstack,0,.0023255813953488,0,0,0,0,.5921052631578947,.6666666666666666,.3,0,0,2017m10
blockstack,.0044843049327354,0,0,0,0,0,.5060240963855421,.7380952380952381,.125,.2857142857142857,0,2017m11
blockstack,.0144927536231884,0,0,0,0,0,.4696969696969697,.7419354838709677,.375,0,0,2017m12
blockstack,.0097087378640777,0,.0097087378640777,.0048543689320388,0,0,.52,.6410256410256411,.3076923076923077,0,.0909090909090909,2018m1
blockstack,0,0,0,0,0,0,.2432432432432433,.5555555555555556,0,0,0,2018m2
blockstack,0,.0062111801242236,0,.0062111801242236,0,0,.5833333333333334,.7142857142857143,0,.1428571428571428,0,2018m3
blockstack,.0050251256281407,0,0,0,0,0,.5277777777777778,.6842105263157895,.625,.1428571428571428,0,2018m4
blockstack,0,0,0,.0040485829959514,0,0,.4310344827586207,.8,0,0,.0833333333333333,2018m5
blockstack,.006993006993007,0,0,.006993006993007,0,0,.3584905660377358,.4736842105263158,.2,.1428571428571428,0,2018m6
blockstack,.0094043887147335,0,0,0,0,0,.421875,.8148148148148148,.3333333333333333,.125,0,2018m7
blockstack,.0083565459610028,.0027855153203343,0,0,0,0,.3703703703703703,.8,0,.1,.1,2018m8
blockstack,0,0,0,0,0,0,.3863636363636364,.8235294117647058,0,0,0,2018m9
blockstack,0,0,0,0,0,0,.3095238095238095,.6923076923076923,0,.1538461538461539,0,2018m10
blockstack,.0060975609756098,0,0,0,0,0,.4,.625,.3333333333333333,0,0,2018m11
blockstack,.0111524163568773,0,0,0,0,0,.6046511627906976,.7692307692307693,0,.0909090909090909,0,2018m12
blockstack,.0037174721189591,0,.0037174721189591,0,0,0,.4461538461538462,.7241379310344828,.5,0,0,2019m1
blockstack,.0040322580645161,.0040322580645161,.0080645161290323,.0040322580645161,.0040322580645161,0,.4647887323943662,.7272727272727273,.4285714285714285,0,0,2019m2
blockstack,0,0,.0085470085470085,.0042735042735043,0,0,.5056179775280899,.7333333333333333,.6666666666666666,.125,0,2019m3
blockstack,0,0,.0072992700729927,.0072992700729927,0,0,.5865384615384616,.8360655737704918,.5,.4,0,2019m4
blockstack,0,0,0,.0053763440860215,0,0,.4418604651162791,.6842105263157895,.4166666666666667,0,0,2019m5
blockstack,0,0,.0058651026392962,0,0,0,.6641221374045801,.8620689655172413,.2222222222222222,0,.0454545454545455,2019m6
blockstack,.0040816326530612,0,.0081632653061224,.0040816326530612,0,0,.5473684210526316,.8076923076923077,.2,.1666666666666667,.0454545454545455,2019m7
blockstack,.0122448979591837,0,.0081632653061224,0,0,0,.6691729323308271,.8876404494382022,.2727272727272727,.3333333333333333,.1363636363636364,2019m8
blockstack,.0131578947368421,0,.0131578947368421,0,0,0,.6701030927835051,.9384615384615385,0,.1111111111111111,0,2019m9
blockstack,0,0,.00390625,0,0,0,.4935064935064935,.7368421052631579,0,0,0,2019m10
blockstack,0,0,.0091743119266055,.0061162079510703,0,0,.5447154471544715,.835820895522388,.2307692307692308,.2857142857142857,.0476190476190476,2019m11
blockstack,0,0,.0088495575221239,0,0,0,.5425531914893617,.7254901960784313,.375,0,0,2019m12
blockstack,.0059347181008902,0,.0059347181008902,.0029673590504451,.0029673590504451,0,.6497175141242938,.9826086956521739,.5,0,.0476190476190476,2020m1
blockstack,0,0,0,.0018450184501845,0,0,.668918918918919,.9292929292929293,.4444444444444444,.0833333333333333,0,2020m2
blockstack,0,0,0,0,0,0,.5909090909090909,.8615384615384616,.2,.2857142857142857,0,2020m3
blockstack,.0020746887966805,.0020746887966805,.0020746887966805,0,0,0,.3974358974358974,.7419354838709677,0,.125,.0384615384615385,2020m4
blockstack,0,0,0,0,0,0,.3134328358208955,.5714285714285714,.3,0,.1363636363636364,2020m5
blockstack,.0083682008368201,0,0,0,0,0,.2807017543859649,.75,.25,.1428571428571428,0,2020m6
blockstack,0,0,.0024271844660194,0,.0048543689320388,0,.3035714285714285,.8235294117647058,.2,0,0,2020m7
blockstack,0,0,.0037878787878788,0,0,0,.28125,.7222222222222222,.4,0,.0384615384615385,2020m8
blockstack,0,0,.0038461538461538,0,.0076923076923077,0,.2115384615384615,.4545454545454545,.2857142857142857,0,0,2020m9
blockstack,0,0,.0055710306406685,0,0,0,.2535211267605634,.7222222222222222,.2222222222222222,.1,0,2020m10
blockstack,.0051679586563307,0,0,0,0,0,.2424242424242424,.625,.2857142857142857,.125,0,2020m11
blockstack,0,0,0,0,0,0,.3116883116883117,.8333333333333334,.25,.0909090909090909,.1,2020m12
blockstack,.0013531799729364,0,0,0,0,0,.7524752475247525,.9342105263157895,.4,.1818181818181818,.0357142857142857,2021m1
blockstack,0,0,0,0,.0023474178403756,0,.4807692307692308,.86,.6,.1111111111111111,.0344827586206897,2021m2
blockstack,.0025641025641026,.0025641025641026,0,0,0,0,.4742268041237113,.8260869565217391,.25,0,.0689655172413793,2021m3
blockstack,0,0,0,0,0,0,.4673913043478261,.8604651162790697,.1111111111111111,0,.037037037037037,2021m4
blockstack,.0028735632183908,0,0,0,0,0,.3924050632911392,.6129032258064516,.2222222222222222,.1666666666666667,0,2021m5
blockstack,.0027855153203343,0,0,0,0,0,.4239130434782609,.7692307692307693,.3333333333333333,.2222222222222222,0,2021m6
blockstack,0,0,0,0,0,0,.3658536585365854,.6666666666666666,.2222222222222222,0,0,2021m7
blockstack,0,0,0,0,0,0,.3673469387755102,.7777777777777778,.3,.1428571428571428,.0344827586206897,2021m8
blockstack,.010989010989011,0,0,.0036630036630037,0,0,.2588235294117647,.7727272727272727,.3333333333333333,.1333333333333333,.0357142857142857,2021m9
blockstack,.0062305295950156,0,0,.0031152647975078,0,0,.3956043956043956,.7777777777777778,.5,.2,.1724137931034483,2021m10
blockstack,.0035460992907801,0,0,0,0,0,.425,.7647058823529411,.25,0,0,2021m11
blockstack,0,0,0,0,0,0,.3444444444444444,.8064516129032258,.6666666666666666,.1333333333333333,.037037037037037,2021m12
bunsanweb,,,,,,,0,,,,0,2016m1
bunsanweb,,,,,,,0,,,,0,2016m2
bunsanweb,,,,,,,0,,,,0,2016m3
bunsanweb,,,,,,,0,,,,0,2016m4
bunsanweb,,,,,,,0,,,,0,2016m5
bunsanweb,,,,,,,0,,,,0,2016m6
bunsanweb,,,,,,,0,,,,0,2016m7
bunsanweb,,,,,,,0,,,,0,2016m11
bunsanweb,,,,,,,0,,,,0,2017m2
bunsanweb,,,,,,,0,,,,0,2017m3
bunsanweb,,,,,,,0,,,,0,2017m4
bunsanweb,,,,,,,0,,,,0,2017m5
bunsanweb,,,,,,,0,,,,0,2017m6
bunsanweb,,,,,,,0,,,,0,2017m7
bunsanweb,,,,,,,0,,,,0,2017m8
bunsanweb,,,,,,,0,,,,0,2018m2
bunsanweb,,,,,,,.5,0,,,0,2018m4
bunsanweb,,,,,,,0,,,,0,2018m5
bunsanweb,,,,,,,0,,0,,0,2018m6
bunsanweb,0,0,0,0,0,0,.3333333333333333,0,1,,0,2018m7
bunsanweb,,,,,,,0,,,,0,2018m8
bunsanweb,,,,,,,0,,,,0,2018m9
bunsanweb,,,,,,,0,,1,,,2018m10
bunsanweb,,,,,,,0,,,,0,2018m11
bunsanweb,,,,,,,0,,,,0,2019m11
bunsanweb,,,,,,,0,,,,0,2019m12
bunsanweb,,,,,,,0,,,,0,2020m1
bunsanweb,,,,,,,0,,,,0,2020m2
bunsanweb,,,,,,,0,,,,0,2020m4
bunsanweb,,,,,,,0,,,,0,2020m5
bunsanweb,,,,,,,0,,,,0,2020m6
bunsanweb,,,,,,,0,,,,0,2020m7
bunsanweb,,,,,,,0,,,,0,2020m8
bunsanweb,,,,,,,0,,,,1,2020m9
bunsenbrowser,0,0,0,0,0,0,1,0,,,,2017m7
bunsenbrowser,0,0,0,0,0,0,.3333333333333333,1,,,,2017m8
bunsenbrowser,,,,,,,0,,0,,,2017m9
bunsenbrowser,,,,,,,.5,1,0,,,2017m11
bunsenbrowser,,,,,,,0,,0,,,2018m1
bunsenbrowser,0,0,0,0,0,0,1,1,,,,2018m2
bunsenbrowser,,,,,,,0,,,0,,2018m3
bunsenbrowser,0,0,0,0,0,0,.75,.6666666666666666,0,0,,2018m4
bunsenbrowser,.25,0,0,0,0,0,.2,1,,0,,2018m5
bunsenbrowser,0,0,0,0,0,0,.5,.5,0,0,,2018m6
bunsenbrowser,0,0,0,0,0,0,0,,0,0,,2018m7
bunsenbrowser,0,0,0,0,0,0,.4285714285714285,.6666666666666666,1,0,,2018m8
bunsenbrowser,,,,,,,0,,,0,,2018m9
bunsenbrowser,0,0,0,0,0,0,.3333333333333333,.5,,0,0,2018m10
bunsenbrowser,0,0,0,0,0,0,0,,,0,0,2018m11
bunsenbrowser,0,0,0,0,0,0,0,,,1,0,2018m12
bunsenbrowser,0,0,0,0,0,0,.25,0,0,,0,2019m1
bunsenbrowser,0,0,0,0,0,0,1,0,,,,2019m2
bunsenbrowser,0,0,0,0,0,0,.3333333333333333,1,0,,0,2019m3
bunsenbrowser,0,0,0,0,0,0,0,,,1,0,2019m6
bunsenbrowser,,,,,,,.5,1,,,,2019m7
bunsenbrowser,,,,,,,0,,,,1,2019m8
bunsenbrowser,,,,,,,0,,,,1,2020m7
cabal-club,,,,,,,1,0,,,,2016m9
cabal-club,,,,,,,1,0,,,,2018m4
cabal-club,0,0,0,0,0,0,.8,.1666666666666667,,,,2018m5
cabal-club,.0204081632653061,0,0,0,0,0,.4615384615384616,.1666666666666667,0,,,2018m6
cabal-club,0,0,0,0,0,0,.2222222222222222,0,0,,,2018m7
cabal-club,.0101010101010101,.0101010101010101,0,0,0,0,.6666666666666666,.5,0,0,,2018m8
cabal-club,0,0,0,0,0,0,.3333333333333333,.6666666666666666,0,0,,2018m9
cabal-club,0,0,0,0,0,0,.2727272727272727,.3333333333333333,0,0,,2018m10
cabal-club,0,0,0,0,0,0,.2307692307692308,.3333333333333333,0,0,,2018m11
cabal-club,0,0,0,0,0,0,.5294117647058824,.5555555555555556,0,0,,2018m12
cabal-club,0,0,0,0,0,0,.2222222222222222,.5,0,0,0,2019m1
cabal-club,0,0,0,0,0,0,.125,1,0,0,0,2019m2
cabal-club,0,0,0,0,0,0,.3333333333333333,1,0,0,0,2019m3
cabal-club,0,0,0,0,0,0,0,,0,0,0,2019m4
cabal-club,.0454545454545455,0,0,0,0,0,.3529411764705883,0,0,0,0,2019m5
cabal-club,0,0,0,0,0,0,.2,1,.3333333333333333,0,0,2019m6
cabal-club,0,.027027027027027,0,0,0,0,.3181818181818182,.7142857142857143,.6,0,0,2019m7
cabal-club,0,0,0,0,0,0,.2727272727272727,.3333333333333333,0,0,0,2019m8
cabal-club,0,0,0,0,0,0,.2142857142857143,.3333333333333333,1,0,0,2019m9
cabal-club,0,0,0,0,0,0,.3076923076923077,.75,,.6666666666666666,0,2019m10
cabal-club,0,0,0,0,0,0,.2142857142857143,1,0,0,0,2019m11
cabal-club,0,0,0,0,0,0,.1111111111111111,1,0,1,0,2019m12
cabal-club,0,.0263157894736842,0,0,0,0,.1818181818181818,.5,0,,0,2020m1
cabal-club,0,0,0,0,0,0,.2727272727272727,1,0,1,0,2020m2
cabal-club,0,0,0,0,0,0,.1,0,,0,0,2020m3
cabal-club,0,0,0,0,0,0,.4210526315789473,.75,1,.3333333333333333,0,2020m4
cabal-club,0,0,0,0,0,0,.375,.8333333333333334,,.3333333333333333,0,2020m5
cabal-club,0,0,0,0,0,0,.4,.8333333333333334,0,0,0,2020m6
cabal-club,0,0,0,0,0,0,.4,.8333333333333334,0,0,0,2020m7
cabal-club,0,0,0,0,0,0,.4166666666666667,.6,,,0,2020m8
cabal-club,0,0,0,0,0,0,.125,0,,,0,2020m9
cabal-club,0,.1666666666666667,0,0,0,0,.2857142857142857,1,1,0,0,2020m10
cabal-club,0,0,0,0,0,0,0,,0,.5,0,2020m11
cabal-club,0,0,0,0,0,0,.25,1,,0,0,2020m12
cabal-club,0,0,0,0,0,0,.55,.9090909090909091,.5,1,0,2021m1
cabal-club,0,0,0,0,0,0,0,,,,.3333333333333333,2021m2
cabal-club,0,0,0,0,0,0,.4285714285714285,.6666666666666666,,,0,2021m3
cabal-club,0,0,0,0,0,0,.3333333333333333,.3333333333333333,,,.2,2021m4
cabal-club,0,.1666666666666667,0,0,0,0,.2307692307692308,1,1,1,.2,2021m5
cabal-club,0,0,0,0,0,0,.3333333333333333,1,,,0,2021m6
cabal-club,0,0,0,0,0,0,0,,,,0,2021m7
cabal-club,0,0,0,0,0,0,0,,,1,0,2021m8
cabal-club,0,0,0,0,0,0,0,,,1,0,2021m9
cabal-club,,,,,,,0,,,,0,2021m10
cabal-club,0,0,0,0,0,0,0,,,,.5,2021m11
cabal-club,0,0,0,0,0,0,0,,,,.6666666666666666,2021m12
clostra,0,0,0,0,0,0,1,0,,,,2017m4
clostra,0,0,0,0,0,0,.6666666666666666,.5,,,,2017m5
clostra,0,0,0,0,0,0,.3333333333333333,1,0,,,2017m6
clostra,0,0,0,0,0,0,0,,0,,,2017m7
clostra,0,0,0,0,0,0,1,0,,,,2017m8
clostra,0,0,0,0,0,0,.3333333333333333,1,1,0,,2017m9
clostra,,,,,,,0,,,,,2017m10
clostra,0,0,0,0,0,0,.5,0,,0,,2018m4
clostra,0,0,0,0,0,0,0,,0,0,,2018m5
clostra,0,0,0,0,0,0,0,,0,,,2018m6
clostra,0,0,0,0,0,0,.5,1,,0,,2019m2
clostra,,,,,,,0,,,0,,2019m4
clostra,0,0,0,0,0,0,1,0,,,,2019m5
clostra,,,,,,,0,,,0,,2019m6
clostra,,,,,,,0,,,0,,2019m7
clostra,0,0,0,0,0,0,1,1,,,,2019m10
clostra,,,,,,,0,,,0,,2019m11
clostra,,,,,,,0,,1,,,2019m12
clostra,0,0,0,0,0,0,.3333333333333333,0,,0,0,2020m1
clostra,,,,,,,0,,,,0,2020m2
clostra,0,0,0,0,0,0,.3333333333333333,1,,,0,2020m3
clostra,0,0,0,0,0,0,.6666666666666666,.5,,,0,2020m4
clostra,0,0,0,0,0,0,.5,0,,,0,2020m5
clostra,,,,,,,0,,1,,0,2020m6
clostra,0,0,0,0,0,0,0,,,,.5,2020m7
clostra,0,0,0,0,0,0,.9090909090909091,1,,,0,2020m8
clostra,0,0,0,0,0,0,.5,0,,,0,2020m9
clostra,0,0,0,0,0,0,0,,,,,2020m10
clostra,0,0,0,0,0,0,.5,0,,,0,2020m11
clostra,,,,,,,0,,0,,0,2020m12
clostra,0,0,0,0,0,0,.3333333333333333,1,,,0,2021m1
clostra,,,,,,,0,,0,,0,2021m2
clostra,,,,,,,0,,,0,0,2021m3
clostra,0,0,0,0,0,0,0,,1,1,0,2021m4
clostra,0,0,0,0,0,0,.5,0,,,0,2021m5
clostra,0,0,0,0,0,0,.6,.6666666666666666,,,0,2021m6
clostra,,,,,,,0,,,,0,2021m7
clostra,,,,,,,0,,,,0,2021m8
clostra,,,,,,,0,,,,0,2021m9
clostra,0,0,0,0,0,0,.8,.5,,,0,2021m10
clostra,0,0,0,0,0,0,.25,0,,,0,2021m11
clostra,0,0,0,0,0,0,0,,1,,0,2021m12
coalaip,,,,,,,1,0,,,,2016m7
coalaip,0,0,0,0,0,0,.6,.3333333333333333,,,,2016m8
coalaip,0,0,0,0,0,0,.25,1,0,,,2016m9
coalaip,0,0,0,0,0,0,.3333333333333333,.5,0,,,2016m10
coalaip,0,0,0,0,0,0,0,,0,0,,2016m11
coalaip,0,0,0,0,0,0,.25,1,,0,,2016m12
coalaip,0,0,0,0,0,0,.25,1,,0,,2017m2
coalaip,0,0,0,0,0,0,.25,1,1,0,,2017m5
coalaip,0,0,0,0,0,0,0,,,.5,,2017m7
coalaip,0,0,0,0,0,0,.5,.5,,0,,2017m9
coalaip,,,,,,,0,,,,,2017m10
coalaip,,,,,,,0,,0,,,2017m11
coalaip,0,0,0,0,0,0,0,,0,,,2017m12
coalaip,0,0,0,0,0,0,1,0,,,,2018m1
coalaip,0,0,0,0,0,0,0,,,,,2018m2
coalaip,,,,,,,1,0,,,,2018m4
coalaip,0,0,0,0,0,0,1,0,,,,2018m5
coalaip,0,0,0,0,0,0,.25,1,0,1,,2018m6
coalaip,0,0,0,0,0,0,0,,0,,,2018m7
coalaip,,,,,,,0,,1,,,2018m9
coalaip,0,0,0,0,0,0,.1666666666666667,1,0,0,0,2018m10
coalaip,0,0,0,0,0,0,.2,1,1,0,.5,2018m11
coalaip,0,0,0,0,0,0,0,,,1,1,2018m12
coalaip,,,,,,,1,1,,,,2019m6
codeforscience,,,,,,,0,,,,,2016m1
codeforscience,,,,,,,.4,1,,,,2016m3
codeforscience,,,,,,,0,,,,,2016m6
codeforscience,0,0,0,0,0,0,.5,0,,,,2016m9
codeforscience,,,,,,,0,,,,,2016m10
codeforscience,,,,,,,0,,0,,,2016m11
codeforscience,,,,,,,0,,.5,,,2016m12
codeforscience,,,,,,,0,,0,0,,2017m3
codeforscience,,,,,,,0,,,1,,2017m5
codeforscience,,,,,,,1,0,,,,2017m6
codeforscience,0,0,0,0,0,0,0,,,,,2017m7
codeforscience,,,,,,,1,0,,,,2017m8
codeforscience,0,0,0,0,0,0,.3333333333333333,1,0,,,2017m9
codeforscience,,,,,,,0,,0,,,2017m10
codeforscience,,,,,,,0,,0,,,2017m11
codeforscience,0,0,0,0,0,0,.3333333333333333,1,0,0,,2017m12
codeforscience,,,,,,,0,,,0,,2018m1
codeforscience,,,,,,,0,,,0,,2018m2
codeforscience,0,0,0,0,0,0,0,,,0,,2018m3
codeforscience,,,,,,,0,,,0,,2018m4
codeforscience,0,0,0,0,0,0,.6666666666666666,1,0,0,,2018m5
codeforscience,0,0,0,0,0,0,0,,,0,0,2018m6
codeforscience,0,0,0,0,0,0,.3333333333333333,1,,0,0,2018m7
codeforscience,,,,,,,0,,,,0,2018m9
codeforscience,0,0,0,0,0,0,0,,,,0,2018m10
codeforscience,0,0,0,0,0,0,.5,1,,,0,2018m11
codeforscience,,,,,,,0,,,,0,2018m12
codeforscience,0,0,0,0,0,0,0,,,,0,2019m1
codeforscience,0,0,0,0,0,0,0,,,,0,2019m2
codeforscience,0,0,0,0,0,0,0,,,,0,2019m3
codeforscience,0,0,0,0,0,0,.5,1,,,0,2019m4
codeforscience,0,0,0,0,0,0,.5,1,,,0,2019m6
codeforscience,0,0,0,0,0,0,.5,1,,0,,2019m7
codeforscience,0,0,0,0,0,0,0,,,,0,2019m10
codeforscience,,,,,,,0,,,,0,2019m11
codeforscience,0,0,0,0,0,0,.5,0,,,0,2019m12
codeforscience,0,0,0,0,0,0,.3333333333333333,0,,,0,2020m1
codeforscience,0,0,0,0,0,0,0,,,1,0,2020m2
codeforscience,0,0,0,0,0,0,0,,,,0,2020m3
codeforscience,0,0,0,0,0,0,.3333333333333333,1,0,,0,2020m4
codeforscience,0,0,0,0,0,0,.3333333333333333,1,1,,0,2020m5
codeforscience,0,0,0,0,0,0,0,,,,0,2020m6
codeforscience,0,0,0,0,0,0,0,,,,0,2020m7
codeforscience,0,0,0,0,0,0,.5,1,,,0,2020m8
codeforscience,0,0,0,0,0,0,0,,,,0,2020m9
codeforscience,0,0,0,0,0,0,0,,,,0,2020m10
codeforscience,0,0,0,0,0,0,0,,,,.5,2020m11
codeforscience,0,0,0,0,0,0,0,,,,0,2020m12
codeforscience,0,0,0,0,0,0,0,,,,0,2021m2
codeforscience,0,0,0,0,0,0,0,,,,0,2021m3
codeforscience,0,0,0,0,0,0,0,,,,0,2021m4
codeforscience,0,0,0,0,0,0,0,,,,0,2021m5
codeforscience,0,0,0,0,0,0,0,,,,0,2021m6
codeforscience,0,0,0,0,0,0,0,,,,0,2021m7
codeforscience,0,0,0,0,0,0,.5,1,,,0,2021m8
codeforscience,0,0,0,0,0,0,0,,,,0,2021m9
codeforscience,0,0,0,0,0,0,.5,1,,,0,2021m10
codeforscience,0,0,0,0,0,0,0,,,,0,2021m11
codeforscience,0,0,0,0,0,0,0,,,,0,2021m12
coobyHQ,,,,,,,1,0,,,,2018m4
coobyHQ,,,,,,,1,0,,,,2018m9
coobyHQ,,,,,,,0,,,,,2018m12
coobyHQ,,,,,,,0,,0,,,2019m1
coobyHQ,,,,,,,0,,,,,2019m2
coobyHQ,,,,,,,0,,1,,,2019m4
daostack,0,0,0,0,0,0,1,.2,,,,2016m11
daostack,0,0,0,0,0,0,.5,.5,,,,2016m12
daostack,0,0,0,0,0,0,.25,1,0,,,2017m1
daostack,0,0,0,0,0,0,0,,0,,,2017m2
daostack,0,0,0,0,0,0,.3333333333333333,0,,0,,2017m3
daostack,,,,,,,0,,1,,,2017m4
daostack,0,0,0,0,0,0,.25,1,0,0,,2017m5
daostack,0,0,0,0,0,0,.3333333333333333,1,0,0,,2017m6
daostack,0,0,0,0,0,0,.3333333333333333,0,,0,,2017m7
daostack,0,0,0,0,0,0,.4,0,,0,,2017m8
daostack,0,0,0,0,0,0,.2857142857142857,0,1,0,,2017m9
daostack,0,0,0,0,0,0,0,,,0,,2017m10
daostack,0,0,0,0,0,0,.25,1,0,0,,2017m11
daostack,.0120481927710843,0,0,0,0,0,.5,0,0,,0,2017m12
daostack,.0067114093959732,0,0,0,0,0,0,,,0,0,2018m1
daostack,0,0,0,0,0,0,.25,1,0,0,0,2018m2
daostack,0,0,0,0,0,0,.4545454545454545,.8,.3333333333333333,0,0,2018m3
daostack,0,0,0,0,0,0,.1428571428571428,1,1,0,0,2018m4
daostack,0,0,0,.0125,0,0,.4545454545454545,.8,,0,0,2018m5
daostack,0,0,0,0,0,0,.375,.6666666666666666,,0,0,2018m6
daostack,0,0,0,0,0,0,.2222222222222222,1,0,0,0,2018m7
daostack,0,0,0,0,0,0,.125,0,.5,0,0,2018m8
daostack,0,0,0,0,0,0,.2222222222222222,0,0,,0,2018m9
daostack,0,0,0,0,0,0,.3333333333333333,.6,0,0,0,2018m10
daostack,.0123456790123457,0,0,0,0,0,.2142857142857143,.6666666666666666,0,.5,0,2018m11
daostack,0,0,0,0,0,0,.375,.6666666666666666,0,0,0,2018m12
daostack,0,0,0,0,0,0,.2307692307692308,.3333333333333333,1,0,0,2019m1
daostack,0,0,0,0,0,0,.2142857142857143,.6666666666666666,0,.3333333333333333,0,2019m2
daostack,0,0,0,0,0,0,.2,1,0,0,0,2019m3
daostack,0,0,0,0,0,0,.4117647058823529,.5714285714285714,0,0,0,2019m4
daostack,0,0,0,0,0,0,.3684210526315789,.4285714285714285,0,.3333333333333333,.1428571428571428,2019m5
daostack,0,0,0,0,0,0,.3333333333333333,.8571428571428571,0,0,0,2019m6
daostack,0,0,0,0,0,0,.1666666666666667,1,0,0,0,2019m7
daostack,0,0,0,0,0,0,.4,.6,0,0,.1428571428571428,2019m8
daostack,.0071428571428571,.0071428571428571,.0071428571428571,0,0,0,.0555555555555556,0,.5,0,0,2019m9
daostack,0,0,0,0,0,0,.1428571428571428,.5,0,0,0,2019m10
daostack,0,0,0,0,.0062893081761006,0,.2,.6666666666666666,1,0,0,2019m11
daostack,0,0,0,0,0,0,.125,.5,0,.3333333333333333,0,2019m12
daostack,0,0,0,0,0,0,.2666666666666667,.5,0,0,0,2020m1
daostack,0,0,0,0,0,0,.3181818181818182,.8571428571428571,0,0,.1111111111111111,2020m2
